user_id,age,english_level,daily_minutes,sessions_per_week,avg_session_duration,streak_days,time_since_last_login,quiz_attempts,quiz_avg_score,videos_watched_pct,practice_items_completed,writing_submissions,story_quiz_attempts,certification_earned,course_category,course_difficulty,instructor_rating,device_type,subscription_type,parent_involvement_score,dropped_out,best_course_category
9263,6,A2,26.2,4.3,43.0,2,5,10,,61.5,20,3,7,0,Grammar,2,3.83,desktop,premium,7,0,Speaking
9155,12,A2,6.8,3.7,12.8,5,8,6,55.7,59.1,18,3,4,0,Speaking,5,4.14,tablet,premium,0,1,Reading
9178,10,A1,1.8,0.4,5.9,1,11,9,61.7,31.4,10,3,6,1,Listening,3,3.84,desktop,premium,3,1,Grammar
2241,6,A1,9.3,1.0,30.9,2,8,9,57.6,45.5,11,5,6,0,Grammar,2,5.0,mobile,free,0,0,Listening
9707,7,A2,18.9,1.8,63.2,8,5,9,68.9,52.6,15,3,8,0,Grammar,1,3.72,MOBILE,free,9,0,Reading
3226,11,B1,0.0,2.1,2.0,4,8,7,56.3,66.5,6,3,1,0,Speaking,5,3.84,tablet,family,10,1,Grammar
11426,12,B1,20.0,3.9,36.0,5,2,11,,51.2,15,5,4,0,Writing,4,3.59,tablet,free,7,1,Writing
3048,11,A2,24.6,3.1,56.2,7,2,15,75.1,72.6,30,2,9,0,Speaking,3,5.0,mobile,free,8,1,Grammar
3560,8,A2,15.1,5.2,20.5,1,5,11,66.5,36.4,20,2,8,0,READING,5,3.81,tablet,free,0,1,Reading
922,9,B1,2.8,0.7,9.5,0,14,5,57.5,40.9,6,0,4,0,Listening,4,3.83,mobile,premium,2,1,Reading
3649,12,A1,,2.3,59.0,4,8,15,75.4,40.8,15,3,0,0,Grammar,2,5.0,tablet,premium,4,0,Speaking
3675,10,A2,10.9,1.6,36.4,4,8,6,54.5,23.6,1,0,4,0,Listening,5,5.0,mobile,free,6,1,Grammar
9976,6,A2,16.5,3.3,35.3,2,7,11,67.8,78.5,18,2,5,0,Reading,1,3.89,mobile,free,6,0,Listening
10687,10,B2,,0.0,3.6,0,11,2,38.0,5.6,0,1,1,0,Listening,3,2.73,desktop,family,5,1,Reading
3286,8,A1,,2.3,53.0,5,5,11,64.5,64.7,18,5,5,1,Listening,1,4.04,tablet,,5,0,Reading
11938,9,A2,25.4,5.3,33.6,12,5,18,54.6,77.7,24,4,9,0,Writing,2,4.19,mobile,free,8,0,Reading
6248,8,A2,24.1,6.6,25.4,14,4,20,77.0,,21,6,10,0,Speaking,2,4.93,mobile,premium,10,0,Reading
3126,12,B2,,0.0,5.4,0,14,0,32.5,16.5,5,0,0,0,Reading,2,2.9,mobile,free,3,1,Writing
5647,12,A2,20.1,5.0,28.4,13,3,12,74.6,65.2,24,4,6,0,Reading,1,3.88,mobile,free,9,0,Grammar
2071,6,A2,4.2,0.0,14.0,2,9,7,57.2,20.8,2,2,2,0,Grammar,3,3.27,desktop,free,5,1,Grammar
3792,6,A1,13.9,2.4,40.1,0,11,8,43.7,24.8,3,0,0,0,Grammar,5,3.83,tablet,free,0,1,Speaking
3178,7,A2,19.3,3.1,43.7,11,3,21,,60.7,20,6,7,0,Listening,3,3.47,mobile,family,10,0,Grammar
9143,5,A1,17.7,3.7,33.5,6,3,7,68.3,34.6,12,4,5,0,Grammar,3,3.99,mobile,free,0,1,Speaking
763,12,B1,18.5,2.9,43.9,4,5,5,71.0,69.4,21,5,6,0,Reading,4,2.93,tablet,free,0,0,Speaking
7255,6,A2,10.9,1.8,36.4,7,9,9,43.5,16.0,16,2,4,0,Grammar,3,3.35,mobile,premium,6,1,Speaking
7870,8,B1,31.5,5.5,39.9,13,2,21,79.9,91.1,33,4,7,0,READING,4,4.45,mobile,premium,5,0,Grammar
11169,10,A2,7.4,2.1,24.5,1,8,6,46.6,28.8,1,0,5,0,READING,1,4.31,TABLET,premium,3,1,Speaking
9174,9,B1,8.6,2.1,28.6,5,6,7,63.6,66.7,15,2,1,0,Grammar,4,3.57,mobile,premium,2,0,Writing
2789,5,A1,16.1,5.2,21.9,6,6,12,67.8,51.5,11,3,5,0,Writing,1,4.57,tablet,premium,4,0,Speaking
11213,5,A2,20.4,3.2,44.1,3,7,9,63.2,56.0,13,2,6,0,Reading,1,4.79,mobile,family,1,1,Speaking
3325,8,A2,37.5,7.0,37.5,14,1,18,81.0,95.5,36,10,10,0,Grammar,1,3.55,MOBILE,premium,0,0,Reading
8681,12,B1,20.2,3.0,46.7,4,5,16,,48.6,15,4,5,0,Writing,5,4.13,mobile,free,4,0,Writing
3664,12,B1,13.4,4.5,20.6,0,6,12,54.5,44.3,18,2,4,0,Grammar,4,4.95,desktop,free,4,0,Writing
6562,10,A1,18.1,2.4,53.2,7,6,10,59.0,57.5,18,4,4,0,Speaking,2,3.82,mobile,free,6,0,Speaking
1396,9,B1,14.8,1.4,49.3,8,7,15,64.9,52.8,14,3,3,0,Writing,5,4.72,mobile,premium,7,1,Grammar
3040,6,A1,15.3,3.8,28.2,5,8,14,52.2,52.2,23,4,7,1,Speaking,1,3.55,mobile,family,2,0,Grammar
7130,12,A1,20.6,6.5,22.2,11,3,25,77.0,70.4,28,4,6,0,Writing,3,4.05,mobile,premium,8,0,Reading
6443,9,A2,31.9,5.8,38.7,9,0,24,81.0,100.0,30,5,9,0,Listening,3,5.0,desktop,family,10,0,Speaking
9260,7,A1,12.8,1.9,42.8,5,7,7,56.8,31.7,13,1,6,0,Reading,4,4.99,mobile,family,3,1,Speaking
8122,12,A1,10.6,1.9,35.3,7,7,8,55.7,82.3,13,3,1,0,Listening,3,3.76,mobile,free,7,0,Reading
9549,12,A2,27.8,7.0,27.8,12,2,18,93.0,83.0,30,6,7,0,Grammar,2,4.33,tablet,premium,,0,Reading
9516,12,A1,17.8,2.9,43.2,2,6,10,71.0,45.8,14,2,3,0,Grammar,1,3.9,N/A,premium,8,0,Reading
9797,9,A1,17.9,3.1,39.9,5,7,12,58.5,50.6,13,6,5,0,Listening,4,3.06,tablet,free,4,0,Grammar
2710,11,A1,6.0,1.5,20.1,0,13,1,45.5,10.1,0,0,4,0,Grammar,3,4.45,tablet,free,4,1,Grammar
1507,12,B2,0.0,0.0,2.0,0,9,2,41.3,11.2,0,0,1,0,Reading,3,4.13,mobile,free,7,1,Writing
10285,9,A2,13.5,4.1,22.9,10,8,7,74.4,46.8,16,5,1,0,Listening,5,4.09,mobile,family,2,0,Grammar
8897,7,A1,7.9,1.0,26.4,3,5,11,58.0,34.6,9,1,4,1,Speaking,4,3.63,mobile,family,9,0,Speaking
7795,5,A1,9.3,2.4,27.3,1,8,9,38.0,55.1,4,0,4,0,Speaking,3,4.48,mobile,free,6,1,Grammar
2626,9,A1,22.1,4.2,36.7,9,3,15,73.6,79.0,28,8,4,0,Writing,2,4.11,mobile,family,9,0,Grammar
11007,8,B1,0.0,1.6,2.0,6,15,0,40.4,11.5,1,2,0,0,Writing,1,4.85,mobile,premium,0,0,Grammar
5829,5,A1,11.0,1.8,36.6,2,9,3,45.8,54.6,4,0,6,0,Grammar,4,,tablet,free,1,1,Grammar
3733,8,B2,0.0,0.0,2.0,0,16,0,25.7,0.0,0,0,0,0,Grammar,1,3.41,tablet,premium,0,1,Writing
9173,5,A1,1.1,1.2,3.6,4,8,4,,23.6,4,0,5,0,Speaking,5,4.09,desktop,free,1,1,Speaking
2243,8,B2,0.0,0.2,2.0,0,12,0,41.9,24.0,0,0,0,0,Writing,4,3.72,mobile,free,3,1,Listening
11275,5,A1,28.3,6.3,31.3,14,0,19,72.1,82.9,32,9,11,0,Speaking,3,n/a,tablet,free,10,0,Grammar
6926,5,A1,17.3,4.5,27.0,5,3,14,59.7,61.1,16,2,4,0,Listening,1,3.84,desktop,premium,3,0,Reading
2479,5,A1,25.8,4.5,40.1,11,4,12,70.1,63.0,22,5,3,0,Writing,4,4.75,desktop,free,4,0,Writing
7531,8,B1,20.5,5.2,27.9,13,4,16,67.0,56.5,22,8,10,0,Listening,5,5.0,MOBILE,premium,10,0,Speaking
4702,5,A2,8.0,4.4,12.8,5,7,6,50.7,34.5,15,4,3,0,Grammar,1,3.41,mobile,premium,7,0,Reading
8271,7,B1,0.0,0.0,2.0,0,12,0,35.1,17.9,1,0,0,0,Speaking,5,4.97,tablet,free,5,1,Writing
7035,11,A1,33.2,5.0,46.6,7,0,17,78.8,51.2,28,3,8,0,Speaking,5,2.59,mobile,family,10,0,Grammar
11723,9,A2,22.0,5.8,26.4,7,1,14,63.8,66.5,21,4,7,0,Speaking,2,4.41,mobile,premium,3,0,Speaking
1011,7,A1,16.0,1.8,53.5,0,8,7,47.5,45.8,0,0,4,0,Reading,4,4.88,desktop,family,0,1,Speaking
11947,8,A1,8.2,2.9,19.6,2,6,5,56.2,36.4,4,0,2,0,Reading,3,3.6,MOBILE,premium,1,0,Speaking
10792,8,A2,6.3,0.0,21.1,0,13,0,24.4,17.5,0,0,2,0,Speaking,5,2.99,mobile,free,10,1,Grammar
5294,10,A2,8.8,3.0,20.5,0,8,9,51.2,44.0,18,2,5,0,Grammar,1,,tablet,free,8,0,Grammar
663,5,A1,7.6,1.8,25.4,0,10,3,38.3,41.2,0,0,5,0,Grammar,2,3.39,mobile,free,5,1,Speaking
5277,6,A1,25.6,5.7,31.4,9,0,20,74.4,67.4,29,5,9,0,Grammar,5,4.74,MOBILE,free,5,0,Listening
7796,8,A2,16.9,1.0,56.5,4,6,12,62.4,37.1,7,3,7,0,Grammar,2,2.47,mobile,premium,1,1,Speaking
9637,12,A2,18.5,3.8,33.8,10,3,10,69.0,62.2,17,2,5,0,Writing,4,2.78,mobile,free,9,0,Grammar
4680,5,A2,31.3,5.0,43.7,9,0,20,82.9,85.1,37,7,7,0,Reading,3,3.83,mobile,free,5,0,Reading
9370,12,A1,0.0,2.5,2.0,0,11,5,44.2,4.7,13,0,2,0,Speaking,4,3.96,mobile,free,3,1,Listening
2805,6,B1,12.6,2.9,30.9,7,6,8,,40.6,7,1,3,0,Listening,3,5.0,tablet,family,2,0,Reading
11487,7,A2,16.9,4.2,28.4,3,6,14,53.1,64.4,3,4,9,0,Grammar,5,3.9,mobile,free,8,0,Grammar
8531,10,A1,24.9,5.3,33.0,15,7,16,83.5,68.4,26,5,3,0,READING,1,3.02,mobile,free,6,0,Grammar
6161,6,A1,16.1,3.8,29.5,2,7,9,54.2,35.0,20,0,3,0,Grammar,2,3.98,mobile,free,6,1,Listening
2739,8,B1,15.3,3.9,27.6,1,2,12,71.8,61.4,17,3,5,0,Grammar,2,3.86,mobile,premium,7,0,Writing
5855,8,unknown,12.4,3.2,27.4,6,5,13,64.2,56.7,8,4,2,0,Reading,5,3.13,mobile,free,6,0,Grammar
10900,8,A2,12.7,0.7,42.2,0,11,8,48.9,45.9,13,3,1,1,Writing,4,3.51,mobile,family,1,1,Listening
8846,9,A1,15.0,1.0,50.1,1,11,3,49.9,28.9,2,3,3,0,Reading,1,2.92,tablet,free,5,0,Grammar
6061,8,A1,2.3,0.7,7.5,0,14,3,32.4,21.1,12,0,3,0,Writing,5,4.28,desktop,family,4,1,Speaking
3518,12,A1,10.6,2.6,28.0,8,8,6,48.1,49.0,11,2,2,0,Writing,1,3.72,mobile,premium,5,0,Speaking
1783,5,A2,28.3,5.2,37.7,10,4,15,54.4,55.4,18,4,5,0,Writing,1,3.53,desktop,premium,4,0,Speaking
11824,5,B1,0.0,0.5,2.0,0,12,3,37.7,6.6,0,2,0,0,Grammar,3,3.53,MOBILE,premium,5,1,Listening
9016,6,B1,35.3,4.1,60.2,10,0,20,80.3,70.5,34,7,14,1,Grammar,3,5.0,mobile,premium,8,0,Writing
10541,8,B2,9.0,3.3,19.4,6,10,7,46.6,29.7,13,3,4,0,Grammar,5,3.78,tablet,free,4,0,Writing
4589,9,A1,8.7,1.6,28.9,2,7,6,41.0,13.1,6,0,2,0,Writing,4,3.28,tablet,free,4,1,Speaking
11529,11,A2,11.2,0.0,37.5,6,11,8,57.1,34.5,5,1,2,0,Writing,4,4.24,tablet,free,4,1,Grammar
2982,5,unknown,0.0,1.8,2.0,0,8,6,46.7,26.7,13,0,0,0,Speaking,4,3.28,desktop,free,1,0,Grammar
7856,11,A2,10.7,2.8,27.2,0,9,6,46.0,58.8,11,1,3,0,Listening,2,4.14,mobile,free,7,1,Speaking
421,12,A1,4.8,0.7,16.1,0,11,4,55.3,6.4,5,0,0,0,READING,3,4.46,tablet,free,2,1,Reading
7591,5,A1,13.0,1.7,43.4,0,10,9,41.5,36.5,14,3,6,0,Speaking,3,3.73,mobile,family,0,1,Listening
1230,7,B2,9.6,1.1,32.1,7,11,6,47.5,47.6,13,1,5,0,Speaking,5,4.41,mobile,free,10,1,Grammar
3301,10,B1,19.7,1.2,65.7,5,8,11,46.0,49.1,8,1,4,1,Reading,3,4.38,tablet,premium,5,0,Speaking
1646,7,A1,22.9,4.9,32.7,12,1,16,78.5,54.5,15,4,4,0,Grammar,4,4.66,mobile,family,6,0,Reading
907,8,A2,2.6,0.4,8.7,0,12,2,38.7,16.1,10,0,0,0,Writing,4,4.54,tablet,free,1,1,Grammar
6880,9,A1,,4.1,49.7,8,4,16,70.9,71.6,22,7,6,1,Speaking,1,3.76,desktop,free,10,0,Reading
11070,11,A1,2.4,0.0,8.1,0,13,0,31.8,0.0,0,0,4,0,Grammar,5,3.53,mobile,premium,0,1,Grammar
6391,11,A1,7.7,2.1,25.4,2,9,11,67.8,15.8,15,0,4,0,Grammar,4,4.4,mobile,free,6,1,Listening
9762,6,B2,24.7,5.0,34.4,0,4,8,55.6,51.0,11,2,4,0,Speaking,2,3.24,mobile,free,0,1,Writing
3763,9,A2,21.0,3.3,44.5,3,8,9,42.0,62.7,13,1,3,0,Writing,4,4.1,mobile,free,2,0,Listening
2569,8,A2,10.7,2.0,35.8,2,7,6,40.3,55.8,7,2,2,0,Reading,1,3.94,tablet,free,10,0,Speaking
5100,7,A2,20.1,3.9,35.8,9,11,14,69.5,38.1,6,3,3,1,Grammar,5,4.16,mobile,family,4,1,Reading
379,8,A1,17.3,3.9,31.0,4,6,4,51.0,,12,3,8,1,Listening,5,4.11,TABLET,family,7,0,Grammar
8071,5,A2,7.1,2.4,20.3,0,11,4,43.8,15.1,6,2,1,0,Grammar,2,3.84,mobile,free,3,1,Listening
5246,6,A2,18.4,2.8,46.3,7,4,10,62.3,,12,3,3,0,Writing,5,3.89,mobile,free,2,0,Speaking
8646,9,B1,42.7,8.3,36.1,19,0,26,89.9,96.6,36,7,11,0,Writing,1,4.61,desktop,premium,7,0,Writing
10309,5,B2,6.5,1.5,21.8,2,11,5,43.8,26.7,11,1,1,1,Speaking,4,3.76,desktop,family,6,1,Writing
7489,5,A2,16.3,3.7,30.5,4,5,11,59.8,46.1,20,2,6,0,Reading,4,4.93,mobile,premium,4,0,Speaking
7408,10,A2,13.2,2.8,33.2,5,10,5,43.6,50.2,10,2,8,0,Speaking,2,3.61,mobile,free,10,0,Listening
8570,12,B2,28.5,3.7,53.4,12,2,20,78.1,73.7,27,9,9,0,Listening,2,4.27,mobile,free,4,0,Writing
11183,9,B1,31.1,7.3,29.9,17,0,26,92.6,90.7,32,9,9,0,Reading,3,3.52,mobile,free,6,0,Writing
3499,5,B2,9.0,3.3,19.2,0,7,7,53.9,44.6,13,4,5,0,Grammar,1,3.06,desktop,free,4,0,Writing
6452,11,B1,22.8,5.3,30.2,9,3,14,75.5,74.5,24,9,5,1,Reading,1,5.0,mobile,premium,2,0,Writing
9267,9,A1,6.4,0.3,21.2,0,9,0,39.1,20.0,0,0,0,0,Grammar,3,2.59,mobile,free,0,1,Speaking
3216,7,A2,0.0,0.0,2.0,0,13,0,30.6,7.7,0,0,0,0,Grammar,5,3.05,desktop,free,2,1,Grammar
9606,5,A2,,4.0,48.5,5,2,17,71.7,74.4,20,6,11,1,Listening,1,4.9,mobile,family,7,0,Grammar
1906,6,A1,15.5,3.7,29.4,0,5,8,47.2,45.5,13,2,5,0,Grammar,3,4.8,mobile,free,10,1,Listening
5232,8,B2,15.5,3.2,34.2,3,5,13,65.3,58.8,18,4,5,0,Listening,1,3.83,desktop,premium,10,0,Reading
11660,11,A1,12.1,1.3,40.2,5,6,6,55.4,47.0,9,2,4,0,Reading,5,4.29,mobile,family,4,0,Grammar
4525,11,B1,14.4,3.8,26.6,1,9,12,51.4,20.4,7,0,6,0,Listening,3,3.51,mobile,premium,8,0,Listening
6829,8,A2,14.7,3.3,30.9,4,6,10,55.2,48.3,13,1,4,0,Reading,5,3.66,mobile,premium,1,0,Speaking
10607,9,B2,19.0,3.2,41.2,5,4,12,68.3,47.7,29,4,8,0,Speaking,2,2.68,mobile,premium,6,0,Grammar
7806,10,A1,24.6,4.2,41.0,15,3,8,62.7,42.5,12,4,5,0,Writing,3,3.8,mobile,family,5,0,Speaking
9069,9,A1,6.9,4.5,10.7,11,8,5,49.8,73.3,16,1,7,0,Listening,3,,mobile,free,6,0,Grammar
7164,11,A1,9.0,1.0,30.2,1,6,10,59.8,51.8,15,3,3,0,Grammar,4,4.49,mobile,premium,5,1,Speaking
10894,11,A1,0.0,1.5,2.0,0,12,1,40.7,33.8,3,0,0,0,Listening,3,4.2,N/A,premium,0,1,Reading
3361,12,A1,27.6,6.7,28.9,7,1,18,90.7,84.7,34,6,12,0,Speaking,5,,N/A,premium,0,0,Speaking
1967,7,A2,16.9,3.1,38.3,0,7,10,69.6,61.0,19,5,4,0,Reading,3,3.96,mobile,family,4,0,Listening
2552,7,A2,34.3,4.6,51.8,9,4,16,74.2,75.1,23,6,6,0,Reading,4,4.54,MOBILE,premium,,0,Reading
7977,5,A1,24.9,4.2,41.3,2,10,15,72.0,67.4,25,3,5,0,Reading,1,3.54,mobile,premium,5,0,Speaking
7782,6,B2,25.6,3.7,49.0,0,3,8,62.5,62.2,21,3,9,0,Reading,3,3.9,mobile,free,9,0,Speaking
6927,8,A2,10.5,3.9,19.1,4,6,12,66.4,36.3,15,1,5,0,Speaking,2,4.75,TABLET,premium,1,0,Speaking
8222,7,A1,23.5,6.2,26.5,8,3,17,,100.0,30,5,13,0,Speaking,1,3.24,tablet,free,8,0,Grammar
9567,6,A2,18.3,4.2,30.2,8,1,10,71.8,60.7,25,6,6,0,Speaking,2,4.32,mobile,free,9,0,Grammar
6306,7,A1,19.0,4.1,32.6,10,6,8,59.0,61.2,22,5,3,0,Grammar,3,3.6,tablet,free,7,0,Grammar
11404,5,A1,24.8,5.3,32.9,9,4,16,78.3,67.1,29,5,11,1,Listening,3,3.62,tablet,free,10,0,Grammar
10073,7,A2,3.5,2.8,8.7,1,11,3,55.6,42.5,13,0,4,0,Writing,5,3.84,tablet,free,10,1,Grammar
159,9,A1,20.4,3.8,37.7,8,8,16,62.9,55.2,24,5,5,0,Grammar,5,3.8,desktop,free,3,0,Listening
5341,7,A2,19.6,2.6,53.5,7,1,15,75.7,52.1,6,3,3,0,Speaking,1,3.34,desktop,family,7,0,Speaking
10863,5,A1,14.0,1.5,46.8,4,6,8,57.0,28.4,16,1,3,0,Writing,4,4.68,mobile,free,10,0,Grammar
1993,7,A1,17.9,1.3,59.7,9,9,12,59.3,44.2,20,4,5,1,Reading,5,3.6,desktop,free,1,1,Speaking
5435,9,A2,23.4,4.7,34.5,6,3,16,74.3,,21,6,9,0,GRAMMAR,1,,mobile,free,10,0,Grammar
5627,8,A1,7.7,2.2,24.2,0,8,3,42.7,52.2,16,0,1,0,Grammar,1,4.21,tablet,premium,4,1,Reading
3645,12,B1,16.6,3.6,32.5,6,6,11,45.7,50.7,13,0,6,0,Writing,3,4.57,mobile,free,5,0,Writing
1838,7,A2,3.4,0.8,11.2,0,8,8,37.9,21.6,0,0,3,0,Reading,2,4.54,mobile,premium,4,1,Listening
11924,6,A2,10.7,2.9,26.1,5,8,3,58.7,48.7,8,3,0,0,Speaking,1,4.27,mobile,free,1,0,Grammar
1344,9,A1,7.8,1.8,26.2,0,11,0,33.8,7.8,2,0,3,0,Writing,5,4.52,tablet,family,4,1,Speaking
8364,6,A2,17.3,3.4,35.4,2,9,11,57.3,20.0,17,1,2,0,Speaking,1,3.77,mobile,free,7,0,Grammar
3648,9,A2,6.2,0.1,20.8,3,10,10,47.8,19.1,2,0,1,0,Grammar,5,4.03,tablet,premium,3,1,Speaking
11270,5,A2,11.1,2.2,36.1,0,8,6,49.2,56.2,7,2,8,0,Listening,3,4.09,mobile,free,3,0,Speaking
3941,9,B1,17.3,2.6,46.0,5,7,10,61.5,45.5,22,3,5,1,Reading,2,4.82,tablet,premium,10,0,Writing
10993,12,A2,13.3,2.5,37.7,5,8,9,69.2,50.2,12,1,3,0,Speaking,3,3.74,mobile,premium,1,0,Speaking
5082,9,A2,13.2,2.2,41.0,4,6,13,62.8,60.4,19,3,6,0,Reading,4,4.42,desktop,free,9,0,Grammar
4001,7,A2,35.1,6.4,38.7,17,0,28,87.5,100.0,38,6,10,0,Grammar,2,3.38,tablet,free,4,0,Reading
10352,5,A2,18.2,3.5,36.8,13,6,11,66.6,61.1,17,4,7,0,GRAMMAR,2,3.27,mobile,free,8,1,Reading
7526,5,A1,15.5,2.3,46.4,0,5,8,50.6,41.2,19,1,5,1,LISTENING,5,3.11,mobile,premium,8,0,Speaking
578,9,B1,17.5,2.8,43.1,0,8,9,73.4,47.4,11,5,4,0,Reading,5,3.63,MOBILE,premium,10,1,Writing
9142,7,B1,12.3,3.1,28.0,2,11,10,59.4,52.6,10,4,2,0,Speaking,4,3.57,desktop,free,5,1,Grammar
7370,6,A2,13.1,2.4,38.7,4,8,5,45.9,34.1,15,3,1,0,Reading,2,4.34,MOBILE,premium,0,1,Speaking
691,12,A2,1.9,0.1,6.3,0,9,6,47.9,24.4,0,3,2,0,WRITING,4,3.87,mobile,premium,4,1,Writing
1787,6,A2,25.4,4.8,37.0,13,4,12,73.8,65.7,32,5,8,1,Listening,1,4.28,mobile,free,8,0,Reading
2647,9,A2,14.8,4.0,25.7,4,2,12,59.8,51.5,13,5,5,0,READING,2,4.14,desktop,premium,,0,Reading
2533,12,A1,14.3,1.5,47.7,0,11,5,45.0,64.8,12,2,2,0,READING,3,4.06,mobile,premium,3,1,Speaking
6003,10,A1,8.5,0.0,28.4,0,13,0,45.0,15.7,4,1,0,0,Grammar,3,3.68,mobile,free,2,1,Writing
4380,12,A1,7.9,1.6,26.2,10,6,3,43.6,27.9,12,1,0,0,Speaking,5,3.53,tablet,free,10,0,Grammar
1925,7,B1,18.0,2.2,56.6,8,3,13,73.9,72.4,25,4,4,0,Reading,5,,mobile,free,2,0,Writing
4917,5,A2,11.3,0.0,37.8,3,3,14,56.5,48.8,18,1,5,0,Reading,1,4.83,mobile,free,3,0,Grammar
11870,7,B1,15.2,4.1,25.9,4,0,18,73.6,79.2,20,6,6,0,Listening,1,4.76,tablet,free,8,0,Grammar
6620,5,B2,26.9,3.1,60.2,6,0,22,80.9,85.2,28,2,7,0,Listening,1,4.27,mobile,free,8,0,Speaking
11437,6,A2,8.5,3.8,15.8,3,6,4,65.9,54.6,22,1,3,0,Grammar,1,,mobile,premium,2,0,Listening
3193,10,A2,,0.3,2.0,0,10,0,38.0,6.2,3,0,0,0,Listening,5,4.86,mobile,,1,1,Writing
5383,8,unknown,0.0,0.0,2.0,0,19,0,8.1,0.0,0,0,0,0,Grammar,5,3.12,mobile,premium,6,1,Speaking
11040,9,A2,0.6,0.5,2.1,0,14,0,43.5,23.7,0,0,3,0,Speaking,5,4.13,tablet,premium,2,1,Writing
4286,11,A1,26.8,4.1,45.6,12,2,6,74.7,95.4,16,2,5,0,Speaking,1,3.27,tablet,family,3,0,Speaking
2093,11,A1,15.9,2.9,38.6,7,7,11,80.3,71.2,20,2,4,0,Speaking,4,3.68,mobile,free,,0,Grammar
10411,10,A1,15.6,3.5,31.5,2,10,8,60.5,54.9,8,3,6,0,Reading,1,3.25,tablet,premium,10,0,Speaking
2802,8,A1,25.0,3.9,44.4,6,1,16,77.7,65.7,26,7,13,0,Writing,2,4.18,mobile,free,5,0,Speaking
6379,9,B1,14.2,1.9,47.3,10,8,8,63.5,53.1,36,2,4,0,Speaking,5,3.41,tablet,premium,5,1,Speaking
9754,6,A2,11.8,3.2,25.8,7,4,17,65.7,63.9,12,2,5,0,Reading,3,4.27,mobile,free,5,0,Reading
11902,7,A2,25.2,4.3,41.5,16,0,14,74.6,44.0,17,8,6,0,Reading,3,3.11,mobile,family,10,0,Grammar
11223,8,A1,11.9,3.8,22.1,9,6,10,64.0,69.5,2,4,2,0,GRAMMAR,1,5.0,mobile,free,3,0,Reading
10219,10,A2,14.8,5.1,20.4,8,5,9,,54.4,29,3,6,0,Grammar,1,3.26,mobile,free,0,0,Grammar
2864,9,A2,11.7,1.9,39.0,0,9,4,45.1,30.7,9,1,5,0,Grammar,2,3.57,tablet,free,5,1,Reading
3110,6,A1,11.3,3.5,22.9,0,9,10,74.7,62.7,23,4,6,0,Listening,2,4.63,mobile,free,1,0,Reading
10100,12,B2,15.9,2.0,53.0,9,7,10,71.4,43.8,16,1,7,1,Listening,4,4.4,desktop,free,10,0,Grammar
8695,8,B1,10.5,2.5,29.9,7,5,8,51.7,59.5,20,2,8,0,LISTENING,4,3.46,mobile,family,6,1,Writing
9708,6,B2,14.2,3.2,31.4,11,6,13,67.6,41.1,13,2,3,0,Listening,5,3.93,mobile,free,2,0,Grammar
2311,7,B1,25.6,3.4,52.4,10,5,12,83.2,80.2,26,5,8,0,Grammar,1,,desktop,free,10,0,Speaking
6011,8,B2,13.6,3.3,28.8,5,8,8,63.7,80.6,12,3,5,0,Listening,4,,mobile,free,,0,Reading
1193,6,A2,7.7,0.0,25.8,0,12,8,29.1,0.0,9,3,0,0,Reading,4,4.72,mobile,free,0,0,Listening
152,7,A2,10.2,3.3,21.3,10,8,11,68.2,43.4,18,5,5,1,Grammar,4,3.94,desktop,free,9,0,Grammar
5413,9,B1,17.7,1.4,59.1,1,6,14,55.9,58.3,14,2,5,0,Listening,4,5.0,N/A,premium,6,0,Speaking
5669,11,A2,0.0,1.4,2.0,3,13,4,55.1,20.1,2,0,3,0,Writing,2,,mobile,free,10,0,Grammar
4052,8,A1,25.0,3.6,49.0,11,2,15,80.4,79.6,14,3,9,0,Listening,3,5.0,tablet,premium,2,0,Speaking
1898,11,A1,12.9,1.1,43.1,0,4,7,51.1,49.1,12,0,6,0,Speaking,5,3.86,mobile,free,5,1,Speaking
3568,6,B1,0.0,0.0,2.0,0,18,0,3.5,0.0,0,0,0,0,Listening,5,3.1,tablet,free,0,1,Writing
1138,7,A1,20.1,4.4,32.2,7,4,16,82.0,58.0,21,2,4,1,Grammar,2,4.1,mobile,free,7,0,Reading
3529,6,B1,17.6,3.3,37.0,7,7,8,50.0,64.5,11,3,8,0,Writing,3,4.26,N/A,family,1,0,Writing
11794,5,A1,0.0,0.0,2.0,0,14,0,38.3,29.4,0,2,0,0,Grammar,3,3.09,tablet,family,5,1,Reading
2278,5,A2,26.3,4.3,42.7,5,2,17,57.4,63.9,17,4,6,0,Reading,4,4.6,desktop,premium,10,0,Speaking
776,12,A1,0.0,1.3,2.0,3,11,2,43.5,19.5,0,2,0,0,LISTENING,4,4.05,desktop,free,1,1,Grammar
4345,7,A1,20.7,3.8,38.5,9,3,8,68.1,68.1,23,2,8,0,Reading,4,4.13,desktop,family,8,0,Speaking
8030,9,B1,41.3,6.5,44.4,18,0,24,100.0,,43,7,11,1,Listening,5,4.29,desktop,premium,6,0,Writing
10872,5,A2,16.9,4.4,27.0,3,8,10,59.3,41.3,12,4,7,0,Reading,5,4.44,tablet,family,,1,Speaking
2456,8,A1,24.4,5.4,31.5,14,5,11,65.2,70.3,17,8,9,0,Listening,4,4.14,desktop,family,6,0,Speaking
